building_type,vintage,ashrae_climate,economizer_type,sensible_heat_recovery_effectiveness,latent_heat_recovery_effectiveness,demand_controlled_ventilation,daylight_dimming,heating_cop,cooling_eer,fan_power,pump_power
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,1,NO_ECONOMIZER,0.171428571,0.085714286,True,True,2.285714286,2.5,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,2,NO_ECONOMIZER,0.171428571,0.085714286,True,True,2.102040816,2.959183673,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,3,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.918367347,3.418367347,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,4,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.734693878,3.87755102,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,5,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.551020408,4.336734694,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,6,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.367346939,4.795918367,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,7,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.183673469,5.255102041,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2007,8,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.0,5.714285714,1.942857143,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,1,NO_ECONOMIZER,0.228571429,0.114285714,True,True,2.714285714,2.5,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,2,NO_ECONOMIZER,0.228571429,0.114285714,True,True,2.469387755,3.112244898,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,3,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,2.224489796,3.724489796,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,4,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.979591837,4.336734694,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,5,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.734693878,4.948979592,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,6,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.489795918,5.56122449,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,7,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.244897959,6.173469388,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2010,8,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.0,6.785714286,1.757142857,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,1,NO_ECONOMIZER,0.285714286,0.142857143,True,True,3.142857143,2.5,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,2,NO_ECONOMIZER,0.285714286,0.142857143,True,True,2.836734694,3.265306122,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,3,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,2.530612245,4.030612245,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,4,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,2.224489796,4.795918367,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,5,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.918367347,5.56122449,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,6,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.612244898,6.326530612,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,7,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.306122449,7.091836735,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2013,8,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.0,7.857142857,1.571428571,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,1,NO_ECONOMIZER,0.342857143,0.171428571,True,True,3.571428571,2.5,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,2,NO_ECONOMIZER,0.342857143,0.171428571,True,True,3.204081633,3.418367347,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,3,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.836734694,4.336734694,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,4,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.469387755,5.255102041,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,5,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.102040816,6.173469388,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,6,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.734693878,7.091836735,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,7,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.367346939,8.010204082,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2016,8,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.0,8.928571429,1.385714286,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,1,NO_ECONOMIZER,0.4,0.2,True,True,4.0,2.5,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,2,NO_ECONOMIZER,0.4,0.2,True,True,3.571428571,3.571428571,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,3,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,3.142857143,4.642857143,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,4,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,2.714285714,5.714285714,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,5,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,2.285714286,6.785714286,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,6,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,1.857142857,7.857142857,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,7,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,1.428571429,8.928571429,1.2,0.35
COMMERCIAL_OFFICE_LARGE,ASHRAE_901_2019,8,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,1.0,10.0,1.2,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,1,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.428571429,2.5,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,2,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.367346939,2.653061224,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,3,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.306122449,2.806122449,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,4,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.244897959,2.959183673,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,5,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.183673469,3.112244898,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,6,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.12244898,3.265306122,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,7,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.06122449,3.418367347,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_1980_2004,8,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.0,3.571428571,2.314285714,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,1,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,2,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,3,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,4,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,5,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,6,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,7,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_LARGE,CBECS_PRE_1980,8,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,2.5,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,1,NO_ECONOMIZER,0.114285714,0.057142857,False,True,1.857142857,2.5,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,2,NO_ECONOMIZER,0.114285714,0.057142857,False,True,1.734693878,2.806122449,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,3,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.612244898,3.112244898,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,4,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.489795918,3.418367347,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,5,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.367346939,3.724489796,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,6,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.244897959,4.030612245,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,7,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.12244898,4.336734694,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2004,8,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.0,4.642857143,1.30096766,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,1,NO_ECONOMIZER,0.171428571,0.085714286,True,True,2.285714286,2.5,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,2,NO_ECONOMIZER,0.171428571,0.085714286,True,True,2.102040816,2.959183673,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,3,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.918367347,3.418367347,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,4,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.734693878,3.87755102,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,5,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.551020408,4.336734694,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,6,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.367346939,4.795918367,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,7,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.183673469,5.255102041,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2007,8,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.0,5.714285714,1.280774128,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,1,NO_ECONOMIZER,0.228571429,0.114285714,True,True,2.714285714,2.5,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,2,NO_ECONOMIZER,0.228571429,0.114285714,True,True,2.469387755,3.112244898,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,3,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,2.224489796,3.724489796,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,4,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.979591837,4.336734694,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,5,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.734693878,4.948979592,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,6,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.489795918,5.56122449,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,7,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.244897959,6.173469388,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2010,8,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.0,6.785714286,1.260580596,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,1,NO_ECONOMIZER,0.285714286,0.142857143,True,True,3.142857143,2.5,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,2,NO_ECONOMIZER,0.285714286,0.142857143,True,True,2.836734694,3.265306122,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,3,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,2.530612245,4.030612245,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,4,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,2.224489796,4.795918367,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,5,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.918367347,5.56122449,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,6,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.612244898,6.326530612,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,7,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.306122449,7.091836735,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2013,8,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.0,7.857142857,1.240387064,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,1,NO_ECONOMIZER,0.342857143,0.171428571,True,True,3.571428571,2.5,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,2,NO_ECONOMIZER,0.342857143,0.171428571,True,True,3.204081633,3.418367347,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,3,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.836734694,4.336734694,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,4,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.469387755,5.255102041,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,5,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.102040816,6.173469388,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,6,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.734693878,7.091836735,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,7,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.367346939,8.010204082,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2016,8,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.0,8.928571429,1.220193532,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,1,NO_ECONOMIZER,0.4,0.2,True,True,4.0,2.5,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,2,NO_ECONOMIZER,0.4,0.2,True,True,3.571428571,3.571428571,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,3,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,3.142857143,4.642857143,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,4,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,2.714285714,5.714285714,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,5,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,2.285714286,6.785714286,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,6,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,1.857142857,7.857142857,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,7,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,1.428571429,8.928571429,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,ASHRAE_901_2019,8,DIFFERENTIAL_DRY_BULB,0.4,0.2,True,True,1.0,10.0,1.2,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,1,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.428571429,2.5,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,2,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.367346939,2.653061224,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,3,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.306122449,2.806122449,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,4,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.244897959,2.959183673,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,5,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.183673469,3.112244898,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,6,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.12244898,3.265306122,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,7,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.06122449,3.418367347,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_1980_2004,8,NO_ECONOMIZER,0.057142857,0.028571429,False,False,1.0,3.571428571,1.321161192,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,1,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,2,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,3,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,4,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,5,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,6,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,7,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_MEDIUM,CBECS_PRE_1980,8,NO_ECONOMIZER,0.0,0.0,False,False,1.0,2.5,1.341354724,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,1,NO_ECONOMIZER,0.114285714,0.057142857,False,True,1.857142857,2.5,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,2,NO_ECONOMIZER,0.114285714,0.057142857,False,True,1.734693878,2.806122449,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,3,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.612244898,3.112244898,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,4,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.489795918,3.418367347,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,5,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.367346939,3.724489796,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,6,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.244897959,4.030612245,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,7,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.12244898,4.336734694,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2004,8,DIFFERENTIAL_DRY_BULB,0.114285714,0.057142857,False,True,1.0,4.642857143,1.207862236,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,1,NO_ECONOMIZER,0.171428571,0.085714286,True,True,2.285714286,2.5,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,2,NO_ECONOMIZER,0.171428571,0.085714286,True,True,2.102040816,2.959183673,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,3,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.918367347,3.418367347,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,4,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.734693878,3.87755102,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,5,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.551020408,4.336734694,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,6,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.367346939,4.795918367,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,7,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.183673469,5.255102041,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2007,8,DIFFERENTIAL_DRY_BULB,0.171428571,0.085714286,True,True,1.0,5.714285714,1.206289789,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,1,NO_ECONOMIZER,0.228571429,0.114285714,True,True,2.714285714,2.5,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,2,NO_ECONOMIZER,0.228571429,0.114285714,True,True,2.469387755,3.112244898,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,3,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,2.224489796,3.724489796,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,4,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.979591837,4.336734694,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,5,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.734693878,4.948979592,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,6,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.489795918,5.56122449,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,7,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.244897959,6.173469388,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2010,8,DIFFERENTIAL_DRY_BULB,0.228571429,0.114285714,True,True,1.0,6.785714286,1.204717341,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,1,NO_ECONOMIZER,0.285714286,0.142857143,True,True,3.142857143,2.5,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,2,NO_ECONOMIZER,0.285714286,0.142857143,True,True,2.836734694,3.265306122,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,3,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,2.530612245,4.030612245,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,4,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,2.224489796,4.795918367,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,5,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.918367347,5.56122449,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,6,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.612244898,6.326530612,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,7,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.306122449,7.091836735,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2013,8,DIFFERENTIAL_DRY_BULB,0.285714286,0.142857143,True,True,1.0,7.857142857,1.203144894,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,1,NO_ECONOMIZER,0.342857143,0.171428571,True,True,3.571428571,2.5,1.201572447,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,2,NO_ECONOMIZER,0.342857143,0.171428571,True,True,3.204081633,3.418367347,1.201572447,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,3,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.836734694,4.336734694,1.201572447,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,4,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.469387755,5.255102041,1.201572447,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,5,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,2.102040816,6.173469388,1.201572447,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,6,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.734693878,7.091836735,1.201572447,0.35
COMMERCIAL_OFFICE_SMALL,ASHRAE_901_2016,7,DIFFERENTIAL_DRY_BULB,0.342857143,0.171428571,True,True,1.367346939,8.010204082,1.201572447,0.35
